sample_id,target_object,region,comparison,high_text,comparison_text,high_answer_class,comparison_answer_class,high_hallucinated,comparison_hallucinated,paired_advantage
sample_000270,bench,all,low,"No, there is no bench in the image. The image features a teddy bear sitting on a table, and there is a picture frame with a photo of a man and a woman in it.","No, there is no bench in the image. The image features a teddy bear sitting in front of a picture frame.",no,no,0,0,0
sample_000271,cat,all,low,"No, there is no cat in the image. The image features a plant with green leaves and a bush with green leaves.","No, there is no cat in the image. The image features a spider and its web.",no,no,0,0,0
sample_000272,bench,all,low,"Yes, there is a bench in the image, and the two dogs are standing on it.","Yes, there is a bench in the image, and the two dogs are standing on the bench.",yes,yes,1,1,0
sample_000273,bench,all,low,"Yes, there is a bench in the image, and a black teddy bear is sitting on it.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000274,cat,all,low,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000275,bus,all,low,"Yes, there is a bus in the image, and a man is standing next to it.","Yes, there is a bus in the image, and the man is standing next to it.",yes,yes,1,1,0
sample_000276,dog,all,low,"No, there is no dog in the image. The image features a couch with a pillow and a yellow ball on it.","No, there is no dog in the image. The image features a bed with a blanket and pillows.",no,no,0,0,0
sample_000277,bench,all,low,"Yes, there is a bench in the image, and the woman is sitting on it.","Yes, there is a bench in the image, and the woman is sitting on it.",yes,yes,1,1,0
sample_000278,bus,all,low,"Yes, there is a bus in the image, and it is parked next to a building.","Yes, there is a bus in the image, and it is parked at a bus stop.",yes,yes,1,1,0
sample_000279,car,all,low,"Yes, there is a car in the image.","Yes, there is a car in the image, and it is parked next to a horse.",yes,yes,1,1,0
sample_000280,bench,all,low,"Yes, there is a bench in the image, and a man is skateboarding on it.","Yes, there is a bench in the image, and a man is skateboarding on it.",yes,yes,1,1,0
sample_000281,chair,all,low,"Yes, there is a chair in the image, and it is located next to a lamp.","Yes, there is a chair in the image, located in front of a lamp.",yes,yes,1,1,0
sample_000282,bus,all,low,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down a busy street.",yes,yes,1,1,0
sample_000283,bicycle,all,low,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000284,bench,all,low,"Yes, there is a bench in the image, located near a bridge and surrounded by trees.","Yes, there is a bench in the image, located near the bridge and the trees.",yes,yes,1,1,0
sample_000285,chair,all,low,"Yes, there is a chair in the image, and it is positioned in front of a desk.","Yes, there is a chair in the image, and it is positioned in front of a desk.",yes,yes,1,1,0
sample_000286,chair,all,low,"Yes, there is a chair in the image, and it is positioned behind the stack of pancakes.","Yes, there is a chair in the image, located next to the stack of pancakes.",yes,yes,1,1,0
sample_000287,bench,all,low,"Yes, there is a bench in the image.","Yes, there is a bench in the image, located near the water.",yes,yes,1,1,0
sample_000288,bicycle,all,low,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000289,dog,all,low,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000290,bench,all,low,"Yes, there is a bench in the image, and a person is sitting on it.","Yes, there is a bench in the image, and two people are sitting on it.",yes,yes,1,1,0
sample_000291,cat,all,low,"Yes, there is a cat in the image, and it is standing next to a bicycle wheel.","Yes, there is a cat in the image, and it is sitting on a bicycle wheel.",yes,yes,1,1,0
sample_000292,dog,all,low,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000293,chair,all,low,"Yes, there is a chair in the image, located in front of the window.","Yes, there is a chair in the image, located near the window.",yes,yes,1,1,0
sample_000294,bench,all,low,"Yes, there is a bench in the image, and it is located next to a bicycle.","Yes, there is a bench in the image, and a bicycle is leaning against it.",yes,yes,1,1,0
sample_000295,bench,all,low,"Yes, there is a bench in the image, and a man is sitting on it.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000296,cat,all,low,"Yes, there is a cat in the image, and it is sitting next to a laptop computer.","Yes, there is a cat in the image, and it is sitting next to a laptop computer.",yes,yes,1,1,0
sample_000297,dog,all,low,"No, there is no dog in the image. The image features a pair of shoes.","No, there is no dog in the image. The image features a pair of black shoes.",no,no,0,0,0
sample_000298,bottle,all,low,"Yes, there is a bottle in the image, and it is placed next to a hot dog wrapped in foil.","Yes, there is a bottle in the image, which is placed next to the hot dog.",yes,yes,1,1,0
sample_000299,bus,all,low,"Yes, there is a bus in the image.","Yes, there is a bus in the image, and it is driving past a large clock tower.",yes,yes,1,1,0
sample_000300,dog,all,low,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000301,bus,all,low,Yes,"Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000302,cat,all,low,"No, there is no cat in the image. The image features a person wearing a red hat and a plaid shirt.","No, there is no cat in the image. The image features a person wearing a red hat and a plaid shirt, sitting in front of a pizza.",no,no,0,0,0
sample_000303,cat,all,low,"Yes, there is a cat in the image, and it is walking on a wooden floor.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000304,dog,all,low,"Yes, there is a dog in the image.","Yes, there is a dog in the image, and it is standing next to a group of people.",yes,yes,1,1,0
sample_000305,chair,all,low,"Yes, there is a chair in the image, and it is positioned in front of a desk.","Yes, there is a chair in the image, located in front of the desk.",yes,yes,1,1,0
sample_000306,chair,all,low,"Yes, there is a chair in the image, and it is located inside a bus.","Yes, there is a chair in the image, and it is located in the middle of the bus.",yes,yes,1,1,0
sample_000307,bench,all,low,"Yes, there is a bench in the image where the two women are sitting.","Yes, there is a bench in the image, and two women are sitting on it.",yes,yes,1,1,0
sample_000308,cat,all,low,"No, there is no cat in the image. The image features a computer monitor on a desk.","No, there is no cat in the image. The image features a computer desk with a computer monitor and a keyboard.",no,no,0,0,0
sample_000309,dog,all,low,"No, there is no dog in the image. The image features a couch with a blanket on it.","Yes, there is a dog in the image, and it is lying on a couch.",no,yes,0,1,1
sample_000310,bus,all,low,"Yes, there is a bus in the image, driving down the street.","Yes, there is a bus in the image, driving down the street.",yes,yes,1,1,0
sample_000311,chair,all,low,"Yes, there is a chair in the image, and it is located next to a table.","Yes, there is a chair in the image, and a person is sitting on it.",yes,yes,1,1,0
sample_000312,dog,all,low,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000313,cat,all,low,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000314,dog,all,low,"Yes, there is a dog in the image, and it is playing with a frisbee.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000315,dog,all,low,"No, there is no dog in the image. The image features a fence, a building, and a field.","No, there is no dog in the image. The image features a fence, a field, and a red frisbee.",no,no,0,0,0
sample_000316,bottle,all,low,"Yes, there is a bottle in the image, and it is located next to the birds.","Yes, there is a bottle in the image, and the two birds are sitting on a table next to it.",yes,yes,1,1,0
sample_000317,bench,all,low,"Yes, there is a bench in the image, and it is located next to a group of potted plants.","Yes, there is a bench in the image, located near the plants and the cat.",yes,yes,1,1,0
sample_000318,bottle,all,low,"No, there is no bottle in the image. The image features a person holding a slice of pizza.","No, there is no bottle in the image. The image features a table with pizzas and tomatoes on it.",no,no,0,0,0
sample_000319,bottle,all,low,"Yes, there is a bottle in the image, which is placed on a counter.","Yes, there is a bottle in the image, which is placed on a counter.",yes,yes,1,1,0
sample_000320,bicycle,all,low,"Yes, there is a bicycle in the image, parked on the side of the street.","Yes, there is a bicycle in the image. It is depicted as a stencil on the street, possibly indicating a bike lane or a bike-friendly area.",yes,yes,1,1,0
sample_000321,chair,all,low,"No, there is no chair in the image. The image features a cat sitting on a table.","No, there is no chair in the image. The image features a cat sitting on a table.",no,no,0,0,0
sample_000322,cat,all,low,"No, there is no cat in the image. The image features a baby and a dog.","No, there is no cat in the image. The image features a baby playing on the floor near a window.",no,no,0,0,0
sample_000323,bus,all,low,"Yes, there is a bus in the image, and it is filled with people.","No, there is no bus in the image. The image features a group of people sitting on a wooden structure, which could be a boat or a cart.",yes,no,1,0,-1
sample_000324,dog,all,low,"Yes, there is a dog in the image, and it is standing on a patio.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000325,bottle,all,low,"Yes, there is a bottle in the image, and it is placed next to a teddy bear.","Yes, there is a bottle in the image, and it is placed on the table next to the teddy bear.",yes,yes,1,1,0
sample_000326,bench,all,low,"Yes, there is a bench in the image, located in a wooded area.","Yes, there is a bench in the image. It is located in a wooded area, surrounded by trees and bushes.",yes,yes,1,1,0
