sample_id,target_object,prompt,condition,baseline_text,masked_text,baseline_answer_class,masked_answer_class,baseline_correct,masked_correct,accuracy_change
sample_000263,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image, and a cat is sitting on it.","Yes, there is a bench in the image, and a cat is sitting on it.",yes,yes,1,1,0
sample_000264,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image, and it is depicted on one of the cups.","No, there is no dog in the image. The image features two vases, one of which is painted with a face, and the other is plain.",yes,no,1,0,-1
sample_000265,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000266,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is stopped at a traffic light.","Yes, there is a car in the image, and it is driving on a busy street.",yes,yes,1,1,0
sample_000267,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000268,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000269,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000270,bench,Is there a bench in the image?,all,"No, there is no bench in the image. The image features a teddy bear sitting on a table.","Yes, there is a bench in the image, and a stuffed teddy bear is sitting on it.",no,yes,0,1,1
sample_000271,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000272,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image, and the two dogs are sitting on it.","Yes, there is a bench in the image, and a dog is sitting on it.",yes,yes,1,1,0
sample_000273,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000274,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000275,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and a man is standing next to it.","Yes, there is a bus in the image, and a man is standing next to it.",yes,yes,1,1,0
sample_000276,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000277,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image, and the woman is sitting on it.","Yes, there is a bench in the image, and an old woman is sitting on it.",yes,yes,1,1,0
sample_000278,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image. It is a large passenger bus parked at a bus stop.",Yes,yes,yes,1,1,0
sample_000279,car,Is there a car in the image?,all,"Yes, there is a car in the image, and it is parked next to a horse.",Yes,yes,yes,1,1,0
sample_000280,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image, and a man is skateboarding on it.","Yes, there is a bench in the image, and a man is riding a skateboard on it.",yes,yes,1,1,0
sample_000281,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, located in front of a lamp.","Yes, there is a chair in the image, and it is located next to a lamp.",yes,yes,1,1,0
sample_000282,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and it is driving down a busy street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000283,bicycle,Is there a bicycle in the image?,all,"Yes, there is a bicycle in the image.",Yes,yes,yes,1,1,0
sample_000284,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000285,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and it is positioned in front of a desk.","Yes, there is a chair in the image, and it is positioned in front of a desk.",yes,yes,1,1,0
sample_000286,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, located next to the stack of pancakes.","Yes, there is a chair in the image, and it is positioned behind the stack of pancakes.",yes,yes,1,1,0
sample_000287,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.",Yes,yes,yes,1,1,0
sample_000288,bicycle,Is there a bicycle in the image?,all,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000289,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000290,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000291,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000292,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000293,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, located in front of a window.","Yes, there is a chair in the image, and it is located next to a window.",yes,yes,1,1,0
sample_000294,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image, and a bicycle is parked next to it.","Yes, there is a bench in the image, and it is located next to a bicycle.",yes,yes,1,1,0
sample_000295,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000296,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image, and it is walking past a laptop computer.","Yes, there is a cat in the image, and it is sitting next to the laptop computer.",yes,yes,1,1,0
sample_000297,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image, and it is wearing a shoe.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000298,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, which is a beer bottle.","Yes, there is a bottle in the image, which is placed next to a hot dog wrapped in foil.",yes,yes,1,1,0
sample_000299,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and it is driving past a large clock tower.","Yes, there is a bus in the image.",yes,yes,1,1,0
sample_000300,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000301,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and it is driving down the street.",Yes,yes,yes,1,1,0
sample_000302,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000303,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000304,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image, and it is standing next to a group of people.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000305,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, located in front of the desk.","Yes, there is a chair in the image, and it is positioned in front of a desk.",yes,yes,1,1,0
sample_000306,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and it is located in the middle of the bus.","Yes, there is a chair in the image, and it is located inside a bus.",yes,yes,1,1,0
sample_000307,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image, and two women are sitting on it.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000308,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image, sitting in front of a computer monitor.","No, there is no cat in the image. The image features a computer monitor on a desk.",yes,no,1,0,-1
sample_000309,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000310,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000311,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and a woman is sitting on it.","Yes, there is a chair in the image, and a person is sitting on it.",yes,yes,1,1,0
sample_000312,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000313,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000314,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image, and it is jumping in the air to catch a frisbee.",yes,yes,1,1,0
sample_000315,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000316,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, and it is placed next to the two birds.","Yes, there is a bottle in the image.",yes,yes,1,1,0
sample_000317,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000318,bottle,Is there a bottle in the image?,all,"No, there is no bottle in the image. The image features a table with a pizza and a person's hands reaching for it.","No, there is no bottle in the image. The image features a person holding a pizza with tomatoes and peppers on it.",no,no,0,0,0
sample_000319,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, which is placed on a counter.","Yes, there is a bottle in the image, which is placed on a counter.",yes,yes,1,1,0
sample_000320,bicycle,Is there a bicycle in the image?,all,"Yes, there is a bicycle in the image. It is depicted as a white arrow on the street, indicating a bike lane.","Yes, there is a bicycle in the image, which is painted on the street.",yes,yes,1,1,0
sample_000321,chair,Is there a chair in the image?,all,"Yes, there is a chair in the image, and the cat is sitting on it.","No, there is no chair in the image. The image features a cat sitting on a table.",yes,no,1,0,-1
sample_000322,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image, and it is sitting on the floor.","Yes, there is a cat in the image, and it is sitting on a bed.",yes,yes,1,1,0
sample_000323,bus,Is there a bus in the image?,all,"Yes, there is a bus in the image, and it is carrying a group of people.","Yes, there is a bus in the image, and it is carrying a group of people.",yes,yes,1,1,0
sample_000324,dog,Is there a dog in the image?,all,"Yes, there is a dog in the image.","Yes, there is a dog in the image, and it is walking on a sidewalk.",yes,yes,1,1,0
sample_000325,bottle,Is there a bottle in the image?,all,"Yes, there is a bottle in the image, and it is placed on the table next to the teddy bear.","Yes, there is a bottle in the image, and it is placed next to the teddy bear.",yes,yes,1,1,0
sample_000326,bench,Is there a bench in the image?,all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000327,cat,Is there a cat in the image?,all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
