sample_id,target_object,prompt,uncertainty_condition,random_condition,uncertainty_text,random_text,uncertainty_answer_class,random_answer_class,uncertainty_hallucinated,random_hallucinated,paired_advantage
sample_000237,car,Is there a car in the image?,all,random_all,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000238,cat,Is there a cat in the image?,all,random_all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000239,cat,Is there a cat in the image?,all,random_all,"Yes, there is a cat in the image, and it is sitting on a white surface.","Yes, there is a cat in the image, and it is sitting on a white surface.",yes,yes,1,1,0
sample_000240,cat,Is there a cat in the image?,all,random_all,"Yes, there is a cat in the image, and it is sitting in the leaves.","Yes, there is a cat in the image, and it is sitting in a pile of leaves.",yes,yes,1,1,0
sample_000241,bus,Is there a bus in the image?,all,random_all,"No, there is no bus in the image. The image features a house, a tree, and a street.","No, there is no bus in the image. The image shows a street with a house, a tree, and a bench.",no,no,0,0,0
sample_000242,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, and it is positioned in front of the desk.","Yes, there is a chair in the image, located next to the desk.",yes,yes,1,1,0
sample_000243,cat,Is there a cat in the image?,all,random_all,"No, there is no cat in the image. The image features a toilet and a shower curtain.","Yes, there is a cat in the image, and it is sitting on the toilet seat.",no,yes,0,1,1
sample_000244,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, and a man is sitting on it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000245,dog,Is there a dog in the image?,all,random_all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000246,car,Is there a car in the image?,all,random_all,"Yes, there is a car in the image, and the man is standing next to it.","Yes, there is a car in the image, and the man is standing next to it.",yes,yes,1,1,0
sample_000247,bench,Is there a bench in the image?,all,random_all,"Yes, there is a bench in the image, and a cat is sitting on it.","Yes, there is a bench in the image, and a cat is sitting on it.",yes,yes,1,1,0
sample_000248,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, located next to the table.","Yes, there is a chair in the image, located next to the wooden dining table.",yes,yes,1,1,0
sample_000249,cat,Is there a cat in the image?,all,random_all,"Yes, there is a cat in the image, and it is sitting on a sink.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000250,car,Is there a car in the image?,all,random_all,"Yes, there is a car in the image, parked in front of a stop sign.","Yes, there is a car in the image, parked in front of a building.",yes,yes,1,1,0
sample_000252,car,Is there a car in the image?,all,random_all,"No, there is no car in the image. The image features a motorcycle and a picture of a bomb.","No, there is no car in the image. The image features a motorcycle and a painting of a missile.",no,no,0,0,0
sample_000253,car,Is there a car in the image?,all,random_all,"Yes, there is a car in the image.","Yes, there is a car in the image, and it is driving down a busy street.",yes,yes,1,1,0
sample_000254,bench,Is there a bench in the image?,all,random_all,"Yes, there is a bench in the image, and it is located next to a statue.","Yes, there is a bench in the image, and it is located next to a statue.",yes,yes,1,1,0
sample_000255,cat,Is there a cat in the image?,all,random_all,"No, there is no cat in the image. The image features a sink with a green sponge and a faucet.","No, there is no cat in the image. The image features a sink, a faucet, and a toothbrush.",no,no,0,0,0
sample_000256,bus,Is there a bus in the image?,all,random_all,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000257,cat,Is there a cat in the image?,all,random_all,"Yes, there is a cat in the image, and it is sitting on top of a brick wall.","Yes, there is a cat in the image, and it is sitting on a brick wall.",yes,yes,1,1,0
sample_000258,dog,Is there a dog in the image?,all,random_all,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000259,car,Is there a car in the image?,all,random_all,"Yes, there is a car in the image, and it is parked on the street.","Yes, there is a car in the image, and it is parked in front of a building.",yes,yes,1,1,0
sample_000260,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, located next to the desk.","Yes, there is a chair in the image, located in front of the desk.",yes,yes,1,1,0
sample_000261,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000262,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, and the cat is sitting on it.","Yes, there is a chair in the image, and a cat is sitting on it.",yes,yes,1,1,0
sample_000263,bench,Is there a bench in the image?,all,random_all,"Yes, there is a bench in the image, and the cat is sitting on it.","Yes, there is a bench in the image, and the cat is sitting on it.",yes,yes,1,1,0
sample_000264,dog,Is there a dog in the image?,all,random_all,"No, there is no dog in the image. The image features two vases, one of which is painted with a bird and the other with a bird and a fish.","No, there is no dog in the image. The image features two vases, one of which has a bird design on it.",no,no,0,0,0
sample_000265,dog,Is there a dog in the image?,all,random_all,"Yes, there is a dog in the image.","Yes, there is a dog in the image, and it is sitting on a table next to a lamp.",yes,yes,1,1,0
sample_000266,car,Is there a car in the image?,all,random_all,"Yes, there is a car in the image, and it is driving under a traffic light.","Yes, there is a car in the image, and it is driving under a traffic light.",yes,yes,1,1,0
sample_000267,cat,Is there a cat in the image?,all,random_all,"Yes, there is a cat in the image.","Yes, there is a cat in the image, and it is sitting on top of a laptop computer.",yes,yes,1,1,0
sample_000268,cat,Is there a cat in the image?,all,random_all,"Yes, there is a cat in the image, and it is peeking out from behind a wooden cabinet.","Yes, there is a cat in the image, and it is peeking out from behind a cabinet door.",yes,yes,1,1,0
sample_000269,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image.","Yes, there is a chair in the image.",yes,yes,1,1,0
sample_000270,bench,Is there a bench in the image?,all,random_all,"No, there is no bench in the image. The image features a teddy bear sitting on a table, and there is a picture frame with a photo of a man and a woman in it.","No, there is no bench in the image. The image features a teddy bear sitting on a table.",no,no,0,0,0
sample_000271,cat,Is there a cat in the image?,all,random_all,"No, there is no cat in the image. The image features a plant with green leaves and a bush with green leaves.","No, there is no cat in the image. The image features a plant with leaves and a spider web.",no,no,0,0,0
sample_000272,bench,Is there a bench in the image?,all,random_all,"Yes, there is a bench in the image, and the two dogs are standing on it.","Yes, there is a bench in the image, and the two dogs are standing on it.",yes,yes,1,1,0
sample_000273,bench,Is there a bench in the image?,all,random_all,"Yes, there is a bench in the image, and a black teddy bear is sitting on it.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000274,cat,Is there a cat in the image?,all,random_all,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000275,bus,Is there a bus in the image?,all,random_all,"Yes, there is a bus in the image, and a man is standing next to it.","Yes, there is a bus in the image, and a man is standing next to it.",yes,yes,1,1,0
sample_000276,dog,Is there a dog in the image?,all,random_all,"No, there is no dog in the image. The image features a couch with a pillow and a yellow ball on it.","No, there is no dog in the image. The image features a couch with a pillow and a blanket on it.",no,no,0,0,0
sample_000277,bench,Is there a bench in the image?,all,random_all,"Yes, there is a bench in the image, and the woman is sitting on it.","Yes, there is a bench in the image, and the woman is sitting on it.",yes,yes,1,1,0
sample_000278,bus,Is there a bus in the image?,all,random_all,"Yes, there is a bus in the image, and it is parked next to a building.","Yes, there is a bus in the image, and it is parked at a bus stop.",yes,yes,1,1,0
sample_000279,car,Is there a car in the image?,all,random_all,"Yes, there is a car in the image.","Yes, there is a car in the image, and it is parked next to the horse.",yes,yes,1,1,0
sample_000280,bench,Is there a bench in the image?,all,random_all,"Yes, there is a bench in the image, and a man is skateboarding on it.","Yes, there is a bench in the image, and a man is skateboarding on it.",yes,yes,1,1,0
sample_000281,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, and it is located next to a lamp.","Yes, there is a chair in the image, and it is located next to a lamp.",yes,yes,1,1,0
